"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","AGE_BAND"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","65 and over","speed_fines","Mobile camera",4603,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","65 and over","speed_fines","Police issued",367,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","Unknown","speed_fines","Fixed camera",10282,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","Unknown","speed_fines","Mobile camera",7568,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","17-25","speed_fines","Mobile camera",77,0,0,"Young"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","17-25","speed_fines","Police issued",186,0,0,"Young"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","26-39","speed_fines","Fixed camera",17,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","26-39","speed_fines","Mobile camera",326,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","26-39","speed_fines","Police issued",405,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","40-64","speed_fines","Fixed camera",22,0,0,"Mature"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","40-64","speed_fines","Mobile camera",579,0,0,"Mature"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","40-64","speed_fines","Police issued",469,0,0,"Mature"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","65 and over","speed_fines","Fixed camera",9,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","65 and over","speed_fines","Mobile camera",345,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","65 and over","speed_fines","Police issued",123,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","Unknown","speed_fines","Fixed camera",18,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","Unknown","speed_fines","Mobile camera",360,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","VIC","Remote Australia","17-25","speed_fines","Police issued",3,0,0,"Young"
2023,"2023-03-01","2023-03-31","VIC","Remote Australia","26-39","speed_fines","Police issued",8,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Remote Australia","40-64","speed_fines","Police issued",4,0,0,"Mature"
2023,"2023-03-01","2023-03-31","VIC","Remote Australia","65 and over","speed_fines","Police issued",2,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Unknown","17-25","speed_fines","Fixed camera",58,0,0,"Young"
2023,"2023-03-01","2023-03-31","VIC","Unknown","17-25","speed_fines","Mobile camera",54,0,0,"Young"
2023,"2023-03-01","2023-03-31","VIC","Unknown","17-25","speed_fines","Police issued",4,0,0,"Young"
2023,"2023-03-01","2023-03-31","VIC","Unknown","26-39","speed_fines","Fixed camera",203,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Unknown","26-39","speed_fines","Mobile camera",169,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Unknown","26-39","speed_fines","Police issued",19,0,0,"Adult"
2023,"2023-03-01","2023-03-31","VIC","Unknown","40-64","speed_fines","Fixed camera",333,0,0,"Mature"
2023,"2023-03-01","2023-03-31","VIC","Unknown","40-64","speed_fines","Mobile camera",244,0,0,"Mature"
2023,"2023-03-01","2023-03-31","VIC","Unknown","65 and over","speed_fines","Fixed camera",99,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Unknown","65 and over","speed_fines","Mobile camera",98,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Unknown","65 and over","speed_fines","Police issued",6,0,0,"Senior"
2023,"2023-03-01","2023-03-31","VIC","Unknown","Unknown","speed_fines","Fixed camera",182,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","VIC","Unknown","Unknown","speed_fines","Mobile camera",115,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","0-16","speed_fines","Unknown",0,0,4,"Unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","speed_fines","Average speed camera",266,0,0,"Young"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","speed_fines","Fixed camera",1178,0,0,"Young"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","speed_fines","Mobile camera",4505,0,0,"Young"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","speed_fines","Police issued",695,0,0,"Young"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","speed_fines","Red light camera",915,0,0,"Young"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","speed_fines","Unknown",0,0,29,"Young"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","speed_fines","Average speed camera",631,0,0,"Adult"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","speed_fines","Fixed camera",3463,0,0,"Adult"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","speed_fines","Mobile camera",11506,0,0,"Adult"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","speed_fines","Police issued",1495,0,0,"Adult"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","speed_fines","Red light camera",3087,0,0,"Adult"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","speed_fines","Unknown",0,0,49,"Adult"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","speed_fines","Average speed camera",673,0,0,"Mature"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","speed_fines","Fixed camera",5077,0,0,"Mature"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","speed_fines","Mobile camera",16622,0,0,"Mature"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","speed_fines","Police issued",1719,0,0,"Mature"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","speed_fines","Red light camera",6471,0,0,"Mature"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","speed_fines","Unknown",0,1,42,"Mature"
2023,"2023-03-01","2023-03-31","WA","Unknown","65 and over","speed_fines","Average speed camera",123,0,0,"Senior"
2023,"2023-03-01","2023-03-31","WA","Unknown","65 and over","speed_fines","Fixed camera",1210,0,0,"Senior"
2023,"2023-03-01","2023-03-31","WA","Unknown","65 and over","speed_fines","Mobile camera",4273,0,0,"Senior"
2023,"2023-03-01","2023-03-31","WA","Unknown","65 and over","speed_fines","Police issued",333,0,0,"Senior"
2023,"2023-03-01","2023-03-31","WA","Unknown","65 and over","speed_fines","Red light camera",1685,0,0,"Senior"
2023,"2023-03-01","2023-03-31","WA","Unknown","Unknown","speed_fines","Average speed camera",1,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","Unknown","speed_fines","Fixed camera",13,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","Unknown","speed_fines","Mobile camera",16,0,0,"Unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","Unknown","speed_fines","Red light camera",7,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","17-25","speed_fines","Fixed camera",582,0,0,"Young"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","17-25","speed_fines","Mobile camera",157,0,0,"Young"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","17-25","speed_fines","Police issued",99,0,0,"Young"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","26-39","speed_fines","Fixed camera",1317,0,0,"Adult"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","26-39","speed_fines","Mobile camera",295,0,0,"Adult"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","26-39","speed_fines","Police issued",126,0,0,"Adult"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","40-64","speed_fines","Fixed camera",2313,0,0,"Mature"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","40-64","speed_fines","Mobile camera",468,0,0,"Mature"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","40-64","speed_fines","Police issued",107,0,0,"Mature"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","65 and over","speed_fines","Fixed camera",704,0,0,"Senior"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","65 and over","speed_fines","Mobile camera",155,0,0,"Senior"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","65 and over","speed_fines","Police issued",8,0,0,"Senior"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","unknown","speed_fines","Fixed camera",64,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","unknown","speed_fines","Mobile camera",14,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","0-16","speed_fines","Police issued",13,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1505,0,8,"Young"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","26-39","speed_fines","Police issued",2329,0,16,"Adult"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","40-64","speed_fines","Police issued",2330,0,7,"Mature"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","65 and over","speed_fines","Police issued",498,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","0-16","speed_fines","Police issued",5,0,1,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","17-25","speed_fines","Police issued",1858,0,30,"Young"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","26-39","speed_fines","Police issued",2231,0,36,"Adult"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","40-64","speed_fines","Police issued",1845,0,6,"Mature"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","65 and over","speed_fines","Police issued",229,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","0-16","speed_fines","Police issued",3,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","17-25","speed_fines","Police issued",462,0,4,"Young"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","26-39","speed_fines","Police issued",710,0,1,"Adult"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","40-64","speed_fines","Police issued",863,0,1,"Mature"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","65 and over","speed_fines","Police issued",209,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NSW","Remote Australia","17-25","speed_fines","Police issued",48,0,0,"Young"
2023,"2023-04-01","2023-04-30","NSW","Remote Australia","26-39","speed_fines","Police issued",93,0,0,"Adult"
2023,"2023-04-01","2023-04-30","NSW","Remote Australia","40-64","speed_fines","Police issued",124,0,1,"Mature"
2023,"2023-04-01","2023-04-30","NSW","Remote Australia","65 and over","speed_fines","Police issued",38,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NSW","Unknown","17-25","speed_fines","Police issued",7,0,0,"Young"
2023,"2023-04-01","2023-04-30","NSW","Unknown","26-39","speed_fines","Police issued",2,0,0,"Adult"
2023,"2023-04-01","2023-04-30","NSW","Unknown","40-64","speed_fines","Police issued",12,0,0,"Mature"
2023,"2023-04-01","2023-04-30","NSW","Unknown","65 and over","speed_fines","Police issued",2,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NSW","Unknown","Unknown","speed_fines","Fixed camera",28762,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Unknown","Unknown","speed_fines","Mobile camera",3736,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Unknown","Unknown","speed_fines","Red light camera",17047,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NSW","Very Remote Australia","17-25","speed_fines","Police issued",8,0,0,"Young"
2023,"2023-04-01","2023-04-30","NSW","Very Remote Australia","26-39","speed_fines","Police issued",22,0,0,"Adult"
2023,"2023-04-01","2023-04-30","NSW","Very Remote Australia","40-64","speed_fines","Police issued",19,0,0,"Mature"
2023,"2023-04-01","2023-04-30","NT","Unknown","0-16","speed_fines","Police issued",3,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NT","Unknown","17-25","speed_fines","Mobile camera",260,0,0,"Young"
2023,"2023-04-01","2023-04-30","NT","Unknown","17-25","speed_fines","Police issued",85,0,3,"Young"
2023,"2023-04-01","2023-04-30","NT","Unknown","17-25","speed_fines","Red light camera",81,0,0,"Young"
2023,"2023-04-01","2023-04-30","NT","Unknown","26-39","speed_fines","Mobile camera",592,0,0,"Adult"
2023,"2023-04-01","2023-04-30","NT","Unknown","26-39","speed_fines","Police issued",156,2,8,"Adult"
2023,"2023-04-01","2023-04-30","NT","Unknown","26-39","speed_fines","Red light camera",231,0,0,"Adult"
2023,"2023-04-01","2023-04-30","NT","Unknown","40-64","speed_fines","Mobile camera",746,0,0,"Mature"
2023,"2023-04-01","2023-04-30","NT","Unknown","40-64","speed_fines","Police issued",179,0,0,"Mature"
2023,"2023-04-01","2023-04-30","NT","Unknown","40-64","speed_fines","Red light camera",342,0,0,"Mature"
2023,"2023-04-01","2023-04-30","NT","Unknown","65 and over","speed_fines","Mobile camera",196,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NT","Unknown","65 and over","speed_fines","Police issued",23,0,3,"Senior"
2023,"2023-04-01","2023-04-30","NT","Unknown","65 and over","speed_fines","Red light camera",68,0,0,"Senior"
2023,"2023-04-01","2023-04-30","NT","Unknown","Unknown","speed_fines","Mobile camera",58,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","NT","Unknown","Unknown","speed_fines","Red light camera",30,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","17-25","speed_fines","Fixed camera",411,0,0,"Young"
2023,"2023-04-01","2023-04-30","SA","Unknown","17-25","speed_fines","Mobile camera",694,0,0,"Young"
2023,"2023-04-01","2023-04-30","SA","Unknown","17-25","speed_fines","Police issued",729,3,7,"Young"
2023,"2023-04-01","2023-04-30","SA","Unknown","26-39","speed_fines","Fixed camera",1059,0,0,"Adult"
2023,"2023-04-01","2023-04-30","SA","Unknown","26-39","speed_fines","Mobile camera",1836,0,0,"Adult"
2023,"2023-04-01","2023-04-30","SA","Unknown","26-39","speed_fines","Police issued",1252,0,10,"Adult"
2023,"2023-04-01","2023-04-30","SA","Unknown","40-64","speed_fines","Fixed camera",1982,0,0,"Mature"
2023,"2023-04-01","2023-04-30","SA","Unknown","40-64","speed_fines","Mobile camera",3095,0,0,"Mature"
2023,"2023-04-01","2023-04-30","SA","Unknown","40-64","speed_fines","Police issued",1709,1,11,"Mature"
2023,"2023-04-01","2023-04-30","SA","Unknown","65 and over","speed_fines","Fixed camera",768,0,0,"Senior"
2023,"2023-04-01","2023-04-30","SA","Unknown","65 and over","speed_fines","Mobile camera",1016,0,0,"Senior"
2023,"2023-04-01","2023-04-30","SA","Unknown","65 and over","speed_fines","Police issued",426,0,1,"Senior"
2023,"2023-04-01","2023-04-30","SA","Unknown","Unknown","speed_fines","Fixed camera",176,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","Unknown","speed_fines","Mobile camera",154,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","TAS","Unknown","0-16","speed_fines","Fixed or mobile camera",1,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","TAS","Unknown","17-25","speed_fines","Fixed or mobile camera",370,0,0,"Young"
2023,"2023-04-01","2023-04-30","TAS","Unknown","17-25","speed_fines","Police issued",321,0,3,"Young"
2023,"2023-04-01","2023-04-30","TAS","Unknown","26-39","speed_fines","Fixed or mobile camera",903,0,0,"Adult"
2023,"2023-04-01","2023-04-30","TAS","Unknown","26-39","speed_fines","Police issued",523,0,4,"Adult"
2023,"2023-04-01","2023-04-30","TAS","Unknown","40-64","speed_fines","Fixed or mobile camera",1246,0,0,"Mature"
2023,"2023-04-01","2023-04-30","TAS","Unknown","40-64","speed_fines","Police issued",539,0,5,"Mature"
2023,"2023-04-01","2023-04-30","TAS","Unknown","65 and over","speed_fines","Fixed or mobile camera",458,0,0,"Senior"
2023,"2023-04-01","2023-04-30","TAS","Unknown","65 and over","speed_fines","Police issued",158,0,0,"Senior"
2023,"2023-04-01","2023-04-30","TAS","Unknown","Unknown","speed_fines","Fixed or mobile camera",1,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","17-25","speed_fines","Fixed camera",188,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","17-25","speed_fines","Mobile camera",575,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","17-25","speed_fines","Police issued",770,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","26-39","speed_fines","Fixed camera",753,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","26-39","speed_fines","Mobile camera",2153,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","26-39","speed_fines","Police issued",1379,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","40-64","speed_fines","Fixed camera",1321,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","40-64","speed_fines","Mobile camera",3463,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","40-64","speed_fines","Police issued",1688,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","65 and over","speed_fines","Fixed camera",534,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","65 and over","speed_fines","Mobile camera",1489,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","65 and over","speed_fines","Police issued",416,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","Unknown","speed_fines","Fixed camera",970,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","Unknown","speed_fines","Mobile camera",1724,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","Unknown","speed_fines","Police issued",4,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","17-25","speed_fines","Fixed camera",2127,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","17-25","speed_fines","Mobile camera",1945,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","17-25","speed_fines","Police issued",875,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","26-39","speed_fines","Fixed camera",8718,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","26-39","speed_fines","Mobile camera",8560,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","26-39","speed_fines","Police issued",1536,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","40-64","speed_fines","Fixed camera",14749,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","40-64","speed_fines","Mobile camera",13962,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","40-64","speed_fines","Police issued",1677,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","65 and over","speed_fines","Fixed camera",4455,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","65 and over","speed_fines","Mobile camera",4175,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","65 and over","speed_fines","Police issued",306,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","Unknown","speed_fines","Fixed camera",9551,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","Unknown","speed_fines","Mobile camera",6799,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","Unknown","speed_fines","Police issued",8,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","17-25","speed_fines","Fixed camera",4,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","17-25","speed_fines","Mobile camera",102,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","17-25","speed_fines","Police issued",161,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","26-39","speed_fines","Fixed camera",16,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","26-39","speed_fines","Mobile camera",393,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","26-39","speed_fines","Police issued",328,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","40-64","speed_fines","Fixed camera",18,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","40-64","speed_fines","Mobile camera",671,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","40-64","speed_fines","Police issued",403,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","65 and over","speed_fines","Fixed camera",3,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","65 and over","speed_fines","Mobile camera",261,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","65 and over","speed_fines","Police issued",85,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","Unknown","speed_fines","Fixed camera",15,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","Unknown","speed_fines","Mobile camera",312,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Remote Australia","17-25","speed_fines","Police issued",5,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Remote Australia","26-39","speed_fines","Police issued",12,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Remote Australia","40-64","speed_fines","Police issued",15,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Remote Australia","65 and over","speed_fines","Mobile camera",1,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Unknown","17-25","speed_fines","Fixed camera",59,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Unknown","17-25","speed_fines","Mobile camera",43,0,0,"Young"
2023,"2023-04-01","2023-04-30","VIC","Unknown","26-39","speed_fines","Fixed camera",246,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Unknown","26-39","speed_fines","Mobile camera",173,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Unknown","26-39","speed_fines","Police issued",13,0,0,"Adult"
2023,"2023-04-01","2023-04-30","VIC","Unknown","40-64","speed_fines","Fixed camera",360,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Unknown","40-64","speed_fines","Mobile camera",250,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Unknown","40-64","speed_fines","Police issued",17,0,0,"Mature"
2023,"2023-04-01","2023-04-30","VIC","Unknown","65 and over","speed_fines","Fixed camera",123,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Unknown","65 and over","speed_fines","Mobile camera",101,0,0,"Senior"
2023,"2023-04-01","2023-04-30","VIC","Unknown","Unknown","speed_fines","Fixed camera",217,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","VIC","Unknown","Unknown","speed_fines","Mobile camera",122,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","0-16","speed_fines","Mobile camera",2,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","0-16","speed_fines","Unknown",0,1,4,"Unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","speed_fines","Average speed camera",228,0,0,"Young"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","speed_fines","Fixed camera",1103,0,0,"Young"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","speed_fines","Mobile camera",4984,0,0,"Young"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","speed_fines","Police issued",713,0,0,"Young"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","speed_fines","Red light camera",853,0,0,"Young"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","speed_fines","Unknown",0,2,30,"Young"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","speed_fines","Average speed camera",550,0,0,"Adult"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","speed_fines","Fixed camera",3564,0,0,"Adult"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","speed_fines","Mobile camera",12026,0,0,"Adult"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","speed_fines","Police issued",1497,0,0,"Adult"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","speed_fines","Red light camera",3212,0,0,"Adult"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","speed_fines","Unknown",0,0,54,"Adult"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","speed_fines","Average speed camera",589,0,0,"Mature"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","speed_fines","Fixed camera",5067,0,0,"Mature"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","speed_fines","Mobile camera",17048,0,0,"Mature"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","speed_fines","Police issued",1728,0,0,"Mature"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","speed_fines","Red light camera",6593,0,0,"Mature"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","speed_fines","Unknown",0,0,54,"Mature"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","speed_fines","Average speed camera",104,0,0,"Senior"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","speed_fines","Fixed camera",1152,0,0,"Senior"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","speed_fines","Mobile camera",4021,0,0,"Senior"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","speed_fines","Police issued",329,0,0,"Senior"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","speed_fines","Red light camera",1745,0,0,"Senior"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","speed_fines","Unknown",0,0,11,"Senior"
2023,"2023-04-01","2023-04-30","WA","Unknown","Unknown","speed_fines","Fixed camera",7,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","Unknown","speed_fines","Mobile camera",21,0,0,"Unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","Unknown","speed_fines","Red light camera",5,0,0,"Unknown"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","0-16","speed_fines","Police issued",3,0,0,"Unknown"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","17-25","speed_fines","Fixed camera",510,0,0,"Young"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","17-25","speed_fines","Mobile camera",178,0,0,"Young"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","17-25","speed_fines","Police issued",55,0,0,"Young"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","26-39","speed_fines","Fixed camera",1196,0,0,"Adult"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","26-39","speed_fines","Mobile camera",352,0,0,"Adult"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","40-64","speed_fines","Fixed camera",2112,0,0,"Mature"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","40-64","speed_fines","Mobile camera",532,0,0,"Mature"
